dnb_global_duns,label_duns
117166016,079550367
625107896,623831521
003010345,003010345
043008317,108016542
037723665,054163464
004148292,117170887
062649876,603980319
073135402,073135402
021581783,021581783
826838802,826838802
001288497,187505656
001673920,001673920
831360578,081175450
161906193,037814171
047919147,047919147
932816929,832712546
690546163,080147042
161906193,799915710
138170220,138170220
073268849,793749933
001146091,001146091
485609796,364704288
007914922,783195154
001287762,080314632
006147383,018213327
006421325,010595789
223872762,237710418
004785679,004785679
081238827,078719391
832701960,832701960
929182210,929182210
230790719,232235408
096407754,096407754
112300822,112300822
059674734,049060403
060883456,047795034
032310407,078625067
884226002,884226002
041962788,041962788
041188822,074773177
315653274,038740002
001292192,024230633
007913213,808533769
041418799,117189348
159621697,056362823
003079126,003079126
139691877,784131625
656261054,658875409
023981101,023981101
027101278,050882319
187560545,187560545
080524375,094917424
161906193,019067826
809639656,035519603
305599862,079783898
092829055,086245318
664215377,528197487
677194186,969377451
117143923,117143923
072933393,080921726
690549845,171780518
012325543,098238541
831360578,117175373
006072136,611515052
078579659,005300025
036107845,036107845
070727698,070727698
161906193,090696121
690573662,002105757
041060666,041060666
001316827,017745779
288339836,573309239
007340628,007340628
043207562,022176669
038182928,783247950
804737278,804737278
220866432,139747096
001534833,110865206
017420550,076707611
001408673,015703833
833215523,080905756
059986429,076362110
828996553,828996553
002348191,079190073
102560141,014242920
001307081,080803822
186816989,080976855
620595491,056362778
963294785,963294785
798975285,142118236
011747982,078830891
079502247,079502247
400870870,270324185
493214327,370199689
002330983,002330983
690558747,928350326
042000273,026007893
829713382,829713382
658864350,656139511
025460908,148522279
151686847,628071383
312518112,327335410
009438664,784450608
224715569,961717936
116918230,809002025
030800130,081968851
041485301,026564413
161906193,087913559
066459843,066459843
839420742,839420742
201126716,078537886
074179060,010140801
001307081,831946053
020520466,020520466
006421325,090009457
003396256,066746454
805860483,805860483
042006515,963345322
078866944,078866944
066469933,614484509
081157664,081157664
318099009,603175944
809245525,153472555
049576721,848498457
502664398,502664398
007941420,043913008
690566526,080876046
966817975,080319458
039277590,140781464
114192610,114192610
034054098,034054098
051575309,051575309
001910777,078393602
622558224,117171767
071549000,007673820
644781932,644781932
071050090,040733441
796648652,796648652
985064545,896838492
051112712,051112712
003288321,003288321
489570386,079122963
807798280,968866090
070487020,867383184
276139537,080407587
788284177,788284177
862174955,677637710
074172719,074172719
485609796,460091325
714383650,557117751
009592379,027367369
003256088,022537802
117357709,932263841
080578422,080578422
618566673,618566673
985572607,966313160
780516717,067787568
001408673,063036515
042000273,623336153
480008226,004074162
009657602,039186023
006421325,806917345
147327340,080215699
151177797,151177797
069550929,946783701
072933393,079147925
044940096,097630693
118380146,362888948
690538228,078478354
057163172,079247085
930775580,930775580
051723016,117333645
016237268,829426811
739980787,643939754
081238827,116732830
006085815,006085815
268412078,080238833
063902704,063902704
042000273,013295857
006582779,828471396
024771717,078510186
010301273,879182830
071618789,071618789
032257917,032257917
142363428,968217146
096407754,056043052
009214214,066799258
480667059,131154267
078396475,182845172
096997515,078589768
784296407,784296407
306240136,306218108
009645240,009645240
654147255,527903636
029855640,029855640
481357262,047695166
177711082,177711082
185421518,151062775
690539325,060345436
010586910,010586910
007400724,079697824
007431760,007431760
062761671,113070432
117488954,079206778
825636988,958260630
201126716,833263655
529049030,364260666
278153549,147438381
690536693,967961421
006326904,803334044
050636737,050636737
315034629,079852442
072457609,144005592
861422434,148821544
066470972,080814440
042000273,829138226
086113925,113424464
489570386,126423321
245141858,002207751
192255110,192255110
421309396,775207769
370441760,514042399
081064711,081064711
158065487,158065487
069118289,012308843
020657151,040796328
690535703,004251617
347566395,041802652
985572607,362898611
001211952,785302451
864381145,080221160
066744114,066744114
595456206,864354608
059547700,059547700
253028047,783982093
832831783,048648522
183185797,155522589
001534833,792051554
079320220,188840425
066683962,066683962
650082092,650082092
072108103,072108103
002348191,187505008
003133790,195867239
002572170,002572170
006250740,080016797
009584210,142451512
277073219,369587311
019930999,831341297
650070212,801858721
653915728,554507599
650082092,650921856
079827573,927289785
489211637,063939593
830917089,079682716
828293998,828293998
330972618,137113929
878071638,878071638
808833771,808833771
159621697,010116767
783783454,969230254
315000554,064197742
007901598,007901598
071549000,004739658
067006072,168453525
711202270,025287462
081373036,063350207
650138746,915793457
739980787,968302658
079832075,062032693
342249299,041422718
690549662,153247531
080199257,057518749
070743497,070743497
001338912,079870305
079186920,079186920
007431505,079486680
097020739,116814111
001316827,079776341
067444927,067444927
331989343,090532461
174916861,174916861
071852503,071852503
128214178,128214178
434931374,068301431
025485700,025485700
675923163,677600414
676190889,676190889
110376014,081094024
831360578,061610672
051079776,051079776
078703994,078703994
013663107,013663107
656009024,117419991
196687362,140594966
370009086,785565990
002102069,002102069
079930139,079930139
464246750,117186948
148170616,079358529
862174955,867064609
965248321,007173150
826316742,105638869
106341621,027613418
370246301,344172564
142363428,072026321
001408673,079379982
690577036,099089575
024744476,079714464
342249299,849644617
079929405,127507593
423792808,081246612
609876958,962954702
604683656,604683656
046781613,061996959
291058647,276669694
076902923,076902923
879902096,879902096
204170856,792844680
161656996,161656996
050220722,071107451
600029649,173234162
342249299,825307627
001289495,158141767
815553181,007284508
001963263,603572731
068801992,068801992
315889167,331156161
861422434,780451899
002288975,831845891
088111963,086390115
001288497,065231567
865420900,356580779
142363428,172219115
315584557,938314754
084963177,025478403
048994727,078287164
161906193,054065615
246690812,153795018
403896368,003411084
076333934,076333934
030593896,030593896
714383650,011759875
081225162,081499536
690635271,005473608
210273256,106712748
078476518,101478977
003296175,003296175
042646877,042646877
049793995,049793995
049109440,062398826
069550929,795452556
173570271,806518598
001307602,121457485
161906193,004624529
071222780,080485185
877549923,877549923
804412914,804412914
072627599,072627599
144246253,831748327
316835081,051142939
159621697,946320066
041294109,038172208
985596906,849626338
001338912,117756694
057163172,057163172
659222160,006488339
958381931,958381931
081185059,078388730
001050897,949708051
001326495,148697167
491425296,402108922
948185459,073608713
859181984,049373901
985583216,080411406
196687362,196687362
043632640,043632640
142363428,041342879
021522136,080754280
650082092,918917662
009232752,009232752
544981434,441067444
825636988,069990880
137097981,137097981
150600849,068585785
072915986,962963021
969787741,969787741
669501590,653924605
480040050,047350186
238980408,129836151
040793114,005993970
318099009,074370782
030225734,030225734
318099009,967820619
039976196,165634515
058625146,556774917
144510864,144510864
003027539,083647185
001288497,090413568
260062804,556915205
825636988,835099354
946459583,080156309
372055036,017511155
001326495,037609571
003829274,020661898
072915986,072915986
245141858,114406598
065365041,176717957
066469933,788803943
985596906,061527599
650224736,677603796
060976008,078688243
010915619,041717941
864420737,080717029
929538999,078602881
006421325,050156392
004078374,079800999
372055036,831196840
025843244,081373977
054554290,402003297
313540638,112118117
042000273,825540289
059007500,072295696
001307735,783670318
876485496,876485496
840067388,148091536
989046313,626646848
342935581,080096294
260259835,825648959
153974555,153974555
539763727,537940319
067713560,623591067
618462381,618462381
070167723,070167723
828237789,072369775
063053656,063053656
650320906,675596335
001307602,194854949
690543897,123100443
849155924,098908572
159621697,071298814
600029649,021318345
690543319,003263105
079412334,079412334
315653274,093232164
217064289,024671414
117612175,117612175
042000273,039109214
005373089,116761233
057123192,030469287
721994125,654534197
312890203,077120223
985583216,110991416
001408673,126521751
071549000,069484415
968186411,022929486
230790719,057146011
161906193,151561701
077757292,055075528
147792105,838976355
043669837,037710659
024744476,048764943
116982084,838821648
690570064,088740965
080524527,080524527
808245794,010622939
001307602,966215829
080237515,080237515
164916913,116041591
002537595,091820832
117446889,789546129
041146432,041146432
057432267,023014687
009214214,009214214
081310444,116707735
078719310,078719310
862179079,802315887
080382743,107101842
053866661,058805012
057123192,128961708
039277590,929561009
188440614,188440614
078481593,168790041
008316655,008316655
815302527,198224532
001307081,963971374
113313969,135407760
042000273,020476789
007400724,079708529
305599862,305156788
001326495,829076566
654211754,421250870
883864597,883864597
003520210,825575897
315653274,155280063
009127663,867094380
650199284,862199968
985678642,080595495
986050800,595320830
161906193,968578187
192057123,192057123
809666878,949492417
176767366,176767366
079500214,079500214
039277590,961740623
004260268,034499924
714383650,010708999
177915753,177915753
001344381,625145081
001408673,143814544
400870870,238239933
480708874,071130868
180655748,091726245
371744274,221107369
266873780,002290773
815559217,963920215
914687298,615263956
009146945,963413328
402167592,354433591
056282296,056282296
080129092,080129092
659207810,860156658
099416190,099416190
689849984,631099384
079503880,079646861
690538228,805274250
161403852,965952802
117171920,031879596
238980408,828924212
932325574,932325574
124322095,124322095
253028047,243805095
080724994,080718952
936839989,119242688
480708874,023129838
099689218,099689218
659207810,860037948
183900182,183900182
001408673,080250408
005126354,005126354
146676262,146676262
400870870,429117112
464246750,611019113
142363428,078602161
042000273,186744686
650053770,079223390
940835002,094641594
041992728,166334289
005146311,067709253
787406107,787406107
054554290,117345578
006421325,035946260
005146311,036600930
557077281,557077281
001587203,869024500
086262575,086262575
047684840,136443962
376500323,502664395
001307081,831188763
081335351,006114845
071549000,148648665
654147255,421251868
007400724,001969372
004172052,004172052
080161535,080161535
861402863,079839141
079447561,079447561
002348191,008999906
074052978,833020824
428811723,428994180
480001403,007125230
056354640,186579223
080865502,835158408
072459266,148097108
005105788,622137644
420718322,858971074
081218486,079877907
067805069,067805069
001326495,034218816
806345658,806345658
080869484,440365767
009073503,009073503
027579460,080733465
080145868,080145868
072528433,072528433
080308405,080308405
001408673,117475385
879167674,111745425
437487046,437769315
223872762,434078638
861422434,012822243
049179401,079155952
149825791,149825791
840130579,840130579
165768651,165768651
714383650,030975523
117403674,967314340
313481920,080606852
097537435,964768340
004146619,172109878
917261950,676162024
079943147,079943147
659754337,117595195
001307081,794782318
826316742,826316742
986036895,007306970
253028047,862584104
069687242,079878514
315584557,506719546
004175550,004175550
404553448,079995276
108183757,108183757
174401088,174401088
042250712,831916705
001502731,609142773
080724994,005467691
797039398,797039398
830016429,830016429
985038444,079400075
078140845,078140845
739980787,338454274
786502351,786502351
001288497,831637074
041544081,028771419
404248536,138256354
012615674,012615674
062649876,081341092
301440546,466178422
043614130,174796706
078352123,078352123
079602567,079602567
101538114,101538114
042916627,016436482
074744624,074744624
005061641,005061641
041968306,033329685
739980787,070517011
962106329,962106329
006173082,054950670
047906342,047906342
180655748,151469637
054554290,828612684
117766687,117766687
001316827,078994670
117542494,650438141
690536693,022811219
783918485,801395323
324661834,033235127
080869484,078268840
056954190,056954190
131501033,131501033
001408673,945494508
065106460,052389657
074602749,052902744
056954190,011077502
690539325,061739058
148177439,858491533
656023298,656023298
007180078,015211647
110091808,037408536
159621697,060610403
313710642,314929072
650082092,116965616
073130932,024210107
828269675,828269675
075886358,075886358
006250740,117730732
072106867,072106867
480667059,609095955
963845136,080719330
210272498,927890640
693855108,144386380
054554290,884645920
069490621,069490621
485609796,078749662
117542494,079469682
305599862,027355001
143266687,143266687
074315573,074315573
078800290,155905628
940835002,076795327
117652336,010717819
068552207,029836836
315653274,010676049
001408673,122153799
650172430,650441632
858560477,858560477
001292192,078482212
967925350,079886479
142363428,056693446
876884731,650515294
152099479,152099479
117542494,832224690
013369913,013369913
079345019,080497994
117111361,015869178
618661680,607517146
468211960,513603225
021717889,943488429
118428267,040450483
650213072,650213072
139691877,879085116
081035424,081035424
102674629,140406104
002430742,002430742
001307602,841914653
013308119,013308119
230790719,080241566
650199284,918594859
862210259,916648541
480641935,480641935
005356209,002458375
790802086,845769780
604546804,604546804
051659639,051659639
401043758,181699406
054554290,080468615
650840940,915076162
007913213,021845746
081218486,191349898
029325032,057503450
968493424,869434464
117693100,117696908
161906193,008359878
001326495,104946319
498289370,128990749
154280655,145684325
622985380,109755341
227586812,345833292
184105260,013603710
677194186,650650802
002406502,091123992
155348113,069665925
875666765,004250890
836136630,836136630
117341679,014763459
985583216,105928166
051271963,051271963
739980787,968278932
161906193,043457024
037723665,074738071
480992718,155793136
171938970,171938970
001809516,001809516
458082914,578075491
080211920,164793098
210273256,137835299
006173082,080736698
001910777,029652331
161906193,029509065
440093121,459042487
600029649,614661788
600029649,079629695
481357262,328609615
690538228,116817949
690636451,052794914
085246445,006438637
097537435,033231923
690538228,120210526
225862305,212997852
001326495,896090987
097537435,826800547
315653274,196673144
009200056,009200056
060531506,060531506
480992718,003501263
800014821,078812862
480992718,061037988
187944491,187944491
786100123,786100123
102221942,007137254
846778665,416169316
230790719,353951254
074845140,074845140
544997570,544997570
658864350,205556368
080114009,966865636
428413061,088084228
112358432,078327063
078481593,079727197
181947730,181947730
311778018,011597958
074260720,074260720
079743207,043078385
480954213,836934484
043008317,956945484
067957683,067957683
985526601,989881180
600029649,611568031
485609796,080136787
148177439,070716395
657020322,968263561
253028047,255092496
001338912,117388821
001211952,790037253
068715424,078775919
342249299,062002035
072933393,046455390
864411223,032689593
963294397,132218731
072094311,072094311
798778395,078862447
943922021,081162317
071549000,784735003
054554290,078343214
985565651,117110703
001326495,894677996
600029649,794362533
801194619,801194619
210160321,055774186
600029649,099262404
080507734,098548076
318099009,964001486
315251893,079955858
372095877,142091748
161906193,019091771
962589185,962589185
005601063,005601063
053343976,037393992
004811423,079146681
041199639,041199639
985575093,066565099
001560965,001560965
948185459,879231751
012810201,077325645
041968306,080874901
021345447,021345447
721994125,544518503
313167391,787660513
068662618,963393629
342249299,081313411
009095365,153574152
161906193,613466601
001338912,001338912
075705780,075705780
008117095,927726893
011991874,011991874
224715569,054452136
007388739,007388739
039311929,039311929
221303959,965534816
034697990,034697990
033068821,033068821
161906193,929956050
003141970,110266881
001307602,966390890
142363428,032691071
043440601,809929490
600029649,017038951
654147255,654147255
306240136,219532322
002436061,932107886
057588857,020018212
062761671,968859939
837769546,117131349
161906193,837696798
370193229,187748426
315584557,794519020
121183016,121183016
001910777,627158751
079961492,079961492
016754201,016754201
507091739,145245192
603123068,117114026
001338912,929464787
650172430,051565745
004544862,009181699
001307081,370005019
832743756,829739833
080821893,080821893
404248536,131107757
055774114,055774114
210300901,046546044
030034847,030034847
968126888,941419194
043887165,043887165
485609796,916438583
503315810,644984809
315584557,303448575
690538228,962368309
650172430,725959238
114302219,064424275
731755737,731487153
117008506,117008506
595456206,650434645
071549000,804423304
007180078,007180078
042000273,102673790
001307586,827517384
080869484,556991748
017420550,170102334
052238763,015321193
001344381,052764354
003256088,149097557
312625019,130890994
004811423,019894006
080317441,080317441
824700850,824700850
808245794,002216260
002348191,830876624
650330632,858328710
074864216,074864216
210289096,122320559
491425296,210933446
044387793,044387793
480004571,482824026
001408673,121251248
147410021,147410021
056188691,056188691
073299026,135200264
013375885,079428669
315034629,117563793
791456056,054165675
806325804,078501620
785961046,080095015
066886102,081221758
004811423,847397911
172198223,172198223
788776685,051651575
985572607,877645267
077923761,077923761
301440546,460054141
161906193,808973635
071549000,024646081
137138884,137138884
079524986,078611267
161906193,196853493
105300446,148842672
001307081,080056275
161906193,021439963
013576633,114379522
061238911,868712118
011837325,627737950
315584557,784336252
986036895,884362070
087037362,079720472
039981550,039981550
064860364,064860364
739980787,003336013
968510375,080413240
948185459,054972492
547034665,065240319
147365936,147365936
093118776,172829777
604307249,604307249
041438821,878047612
062761671,026029954
172022162,009076779
005269923,198484180
462006581,462006581
481732753,481732753
815302602,080012108
026206752,105169850
042000273,017007514
042000273,800771149
081238827,123797875
077070035,077070035
832274935,832274935
053343976,043890312
053742248,053742248
117901366,080578923
275260909,079825251
801073206,080581947
547707195,547707195
074508557,074508557
650330632,243538498
783296023,783296023
175305585,175305585
739980787,297676475
081238827,968119730
080524375,117981254
315034629,968091236
117127269,799761143
625441936,625441936
081234828,967940441
464217736,085503894
073134603,131421091
001211952,941453250
121653406,072827382
068199611,080467666
788847148,788847148
006435887,139781140
001408673,959739343
491425296,683754121
077599303,828508387
054554290,621573075
048488621,806784679
041784059,041784059
071429567,071429567
714383650,692199778
068552207,080085276
739980787,926029653
014578892,828485123
809577716,809577716
076902923,030419064
075976316,835966433
650467074,650475408
074779455,074779455
080015267,117034720
005146311,154731033
507091739,145865148
076631704,076631704
072010713,072010713
005140611,005140611
169417735,831627208
147652614,147652614
023636649,100240896
809811297,025677872
690598511,181679890
690574512,018776970
071549000,932429962
962040890,036438689
142977672,142977672
529543402,056333479
926678491,043216830
962765991,962765991
324661834,080276146
042000273,883831906
489570386,801550802
499340011,506963742
010523041,791104313
076744325,130097884
037128824,166792908
070487020,070487020
077618023,032673074
079942718,080061720
312625019,016858345
074982018,074982018
001963263,168709087
161906193,194032918
085148146,085148146
832647247,137318502
078532725,068970367
315653274,963308056
075620179,075620179
053440954,053440954
687749879,825590532
001326495,828671185
078013893,078013893
071609663,061595175
001326495,049504624
690601554,796852890
001288497,826022043
117967549,117494753
001408673,963872023
807919571,940288553
151930278,060179595
808898381,830872326
087037362,079828029
681494395,619153559
123160736,123160736
739980787,291538267
118130856,967694121
004175550,116983473
008185043,016302289
001307602,004283115
861096147,119245561
066605403,066605403
847025236,847025236
001288497,069480567
021192216,021192216
001408673,065769564
989046313,929444826
005436803,078439514
075638866,075638866
969831366,969831366
943169482,927024422
068178268,068178268
001408673,101797280
364601877,117486946
485609796,125723184
985596906,967962940
721994125,421300564
005085738,005085738
809791234,085140163
006173082,134143291
127719891,127719891
650090566,871467337
117549281,018952001
316224484,080106467
774756043,101381879
182493226,182493226
117040104,116936911
677194186,677605858
787847128,787847128
037128824,037128824
080452210,080115461
192272537,015861560
316067164,808556869
069773646,069773646
622985380,622985380
172837085,116899294
260062804,094888294
860249947,030732282
238980408,963385559
485609796,878836912
835423690,835423690
005092358,081320865
131747628,012427193
172198223,080366903
791072197,140206819
484506480,859307501
097537435,037973613
001408673,962538372
011036910,011036910
788776685,110521739
005130182,005130182
117063457,049262702
238980408,078577511
828237789,318612223
063722102,617463851
079520631,110714458
118214152,086499398
480708874,090920760
042000273,070813153
081123834,081123834
300811846,045856291
238980408,595132580
044042806,069723520
073723322,089267960
238980408,828741756
041509506,041509506
101400112,101400112
001042472,001042472
264319908,480895478
071347371,020485769
121376230,078734950
071549000,789548547
062072414,042584839
862128535,676369519
066528783,066528783
112765909,112765909
080170377,080170933
080988180,045643137
363912093,075091405
081222237,033969549
480004571,102688657
080778276,017486978
081161936,049435453
001326495,141565163
966718371,966718371
117542494,863996098
076221159,076221159
650356343,676413153
253028047,205576023
001338912,079870550
117403674,105062306
030596568,009833929
949454623,949454623
644781932,401140279
042000273,048401687
493168443,040092900
054554290,404467722
143941909,079567416
009657602,172075467
003387891,948400346
024736733,619068856
966935447,966935447
480708874,080774588
739980787,007119555
829180830,829180830
001307081,785300596
650425929,862603186
046004081,070150727
113033224,113033224
009127663,946104379
305599862,080541780
204170856,083913913
074311838,074311838
040325706,601684228
238980408,078395981
035457746,118897388
042803536,626649313
001326495,963711309
071037113,071037113
174450460,174450460
110376014,078495006
080234336,080234336
072051394,809599868
201126716,127236409
077676997,019161943
041544081,035387856
615102303,079269181
964756659,078627620
002537595,013096560
217344076,217344076
092159383,092159383
932651516,019482970
485609796,831849893
115524410,115524410
808898381,063105427
164917135,164917135
080926919,081223065
007004745,010004135
001963263,001979827
230790719,081314287
050594555,050594555
056481716,004384044
079725036,079725036
042843086,042843086
097537435,106773570
025460908,081054904
529173163,034457869
078013893,080312276
345298106,671330697
400870870,828940879
071479059,092960785
985575093,963446070
117442518,148452873
102560141,102560141
001316827,003237963
150908853,793908489
650082092,918917639
480667059,628112240
005373089,054326178
078394031,809425114
161906193,078952454
057521132,057521132
849155924,053217022
489840363,078667309
117542494,790384502
057332546,057332546
815557904,085271638
117542494,986030667
001292192,001292192
828237789,276167087
400870870,117469244
010317078,097612677
739980787,056514712
177832698,177832698
969563956,013579387
042258020,932692254
650172430,184769029
017420550,078383165
210160321,073679672
053808796,053808796
809639656,809639656
544628944,653881060
009416934,009416934
005061273,005061273
863283179,916708337
650172430,650456754
217220950,460940870
001962224,806619037
072933393,018215256
001024314,112498220
061238911,782195556
690552690,117040822
117634016,080339074
001367960,841360600
097537435,964767946
069532880,002878416
918523627,612256318
005146311,750455891
166497995,106626323
001367960,095263729
604850123,036186720
650082092,918917642
095691085,926152695
079479503,079550821
106872138,783779150
159842913,117042822
074524513,058033172
074615394,039045924
001307586,932795610
316067164,005088112
937627925,937627925
072400500,051760277
008148165,008148165
103436184,103436184
147326540,147326540
650123185,918602129
007002959,195702303
042000273,800771594
739980787,595299306
312625019,083570051
001338912,050052943
527407467,654141282
739980787,968278916
124371951,117213425
079593183,079593183
657846858,657846858
053284659,129830527
400870870,754742088
126962740,126962740
675923163,862272739
003213071,003213071
047593173,047593173
117901366,003286218
136615692,136615692
790553353,790553353
009095365,007919710
060467826,060467826
825631575,196295641
144676566,144676566
485609796,488152505
001307081,610602823
080524375,080354292
041188822,077788422
201126716,167166230
711231758,621864487
650224736,918588174
179051875,179051875
102674629,791341832
400870870,079406199
145745022,032701730
480667059,080801851
008953663,008953663
003778198,067900167
116814324,785628228
989046313,879267235
480667059,079786745
032503327,081102158
079516651,079516651
150706278,150706278
554428653,529429094
600029649,117899719
161906193,080106083
078934478,058749339
079832075,151663234
057036071,832097336
041064767,967813648
690538913,191401335
014817263,045930049
315653274,849159256
080333866,022169818
926339797,926339797
675923163,863645527
034631599,034631599
053609558,059841307
056556923,056556923
964318851,964318851
052144326,045514994
161906193,030166050
010401966,010401966
001288497,078698088
013936466,013936466
807920368,139878172
800102860,016395082
690631437,439262429
858480932,133254461
796929313,005092556
003250685,116766347
230790719,156931248
600029649,183236314
439911639,248586117
110376014,835488826
571217020,076424514
199665472,931119895
079303122,079710592
003459047,078299312
080870465,080870465
650445950,918608431
957126931,040986748
690558747,080549942
714383650,826423626
023781128,023781128
985038444,079887694
078709973,078709916
039976196,085509730
054554290,825116531
185049848,963353359
650052418,806841300
079842984,079831367
940050792,155922750
961594343,081210885
075265157,075265157
001912864,127327703
260051199,078771788
039991559,039991559
102221942,795572718
956667885,956667885
116918230,079419931
001912864,625216556
182575584,013995480
238980408,517226676
933721433,933721433
188652788,078870663
080612744,097994640
075584235,075584235
041027822,078355649
003256088,793943028
675929291,676190180
832743756,108660077
117766687,157103164
077110021,607608408
001307081,079769111
073134579,008200706
650840940,650501997
878218239,878218239
001381284,830025511
245141858,079587625
001307586,837809586
001408673,105755415
808064724,057234486
216951258,114749448
962363888,962363888
650574663,167618912
353954290,125006353
001316827,053483467
066395919,023384621
833250017,964680206
087037362,042823948
001940758,002126365
037233459,141828066
144510203,073128365
090253571,080751724
063362370,063362370
858854490,858854490
481714611,052002029
316224484,117593187
690552690,021958041
054554290,078792606
309282379,001604164
024744476,002054419
245141858,106553386
052657798,052657798
677194186,969028351
050050988,050050988
080869484,787793900
117344084,117344084
001745512,001745512
072206378,004596883
073862773,152345583
072459266,092614339
800777117,800777117
316138163,343390324
176681257,176681257
005593490,005593490
001962224,809919418
963294397,963294397
832021674,079806054
043021259,043021259
546884854,546884854
079668759,079659493
003250685,027428335
076969583,076969583
001338912,078321884
001534833,079922526
001292192,626399257
985583216,804894611
020517289,020517289
966138195,966138195
008775541,037934582
186173662,186173662
557434805,557434805
018833316,018833316
062761671,097052539
071494348,071494348
001338912,056025441
078579659,099219842
057163396,057163396
808064724,079452195
781796417,078751028
050220722,050220722
078289865,078289865
117542494,621416317
342249299,342249299
650172430,650445203
831632448,683520909
010633667,010633667
074425216,618026884
080299818,080299818
342249299,788424075
508619434,774341221
650082092,918917626
600029649,020778751
058057936,058057936
316622943,790220628
985583216,080469624
049314511,049314511
210272498,784067675
063391985,080122594
007900129,157823493
624680559,624680559
072051394,809253979
828237789,965752900
052878410,151181174
055978035,079916887
001292192,080281866
037723665,080156599
618661680,618661680
650082092,918917683
159655021,159655021
059283184,059283184
663777595,081478444
080182171,080182171
362917692,362917692
650172430,121735955
113114321,113114321
050847490,050847490
603420183,603420183
006421325,078516885
001307081,019901059
690535307,969849004
495782570,496067136
079603570,079603570
815557904,969350052
002027514,109112409
075089953,075089953
312625019,068209295
480693886,628039778
078626049,117202255
042000273,800772162
117710556,117934749
116814324,605482694
404553448,829420228
315653274,830959438
066587478,066587478
836136630,361614519
071367887,140047114
864381145,829376800
400104357,265825439
962106329,080210964
965460025,965460025
080988180,080069428
043207562,610460979
173360061,116969985
690839147,059245753
076040328,076040328
054554290,013732542
739980787,543209212
245141858,117117568
260660755,176839009
248269297,877967422
081238827,796560394
116162822,116162822
005274287,005274287
006154611,124840047
932571706,022980587
142363428,031645943
076513985,076513985
625122861,625122861
007933328,078460936
008304453,030596522
071771083,078767612
055835003,013116841
959989633,028708875
159621697,010539935
021717889,078613469
072709231,800195513
966619769,966619769
071863260,041074766
654561638,654561638
071763721,071763721
180655748,177584109
957126931,941454936
006562250,006562250
042000273,030593417
011900678,009474888
370009086,013118166
037335882,037335882
297619090,969970297
808251305,078413681
080333866,080087317
069532880,069532880
072659238,072659238
808245794,023298859
030034847,013322387
958662223,080473354
125565866,125565866
099481942,078613832
985575093,081511350
650082092,872339639
809811297,809811297
110376014,829465322
001338912,079870326
480708874,006247332
753286384,743859243
065540726,065540726
079436896,079436896
050345883,927325258
839321403,839321403
058841073,058841073
001408673,300398976
097020739,117359612
482283579,051250185
008316655,028570695
003345139,080638894
482366101,322121609
001344381,183113091
074953514,074953514
117374719,829169361
001307081,049231541
097537435,080130462
001344381,079342773
024282250,117226461
081038950,081038950
001534833,611454406
037300290,037300290
600029649,079589880
001408673,112893131
230790719,631892705
075661892,075661892
185049848,080337431
480708874,932670573
985575093,078716293
117403674,362574527
480693886,001551423
878265586,878265586
060345949,060345949
948185459,026595467
081185059,025591629
007180078,131212834
093118776,093118776
022799402,022799402
001338912,025490441
808833771,079101195
538473091,491017488
988538773,078587707
053309332,053309332
079401305,079401305
042916627,036837920
201719960,201719960
117111361,602065443
034474862,034474862
052238763,110251555
957126931,063622691
230790719,807053012
650172430,139261648
315201335,027894190
161906193,927645622
053866661,072231954
067096644,094214947
001307081,483237103
315034629,036598561
344069638,930243360
001912864,618032767
004880187,079674019
428013510,849234661
080897724,080897724
047814256,047814256
650574663,079288842
690536024,945491256
830250387,830250387
067808063,051277833
782655427,782655427
480708874,793142803
220523586,078438854
061238911,176765196
969403323,079928578
006088884,937941052
072154289,072154289
961594343,157631821
131747628,080185998
210300901,034126162
789244774,789244774
420792624,529111185
161906193,042958954
788104334,788104334
117516757,117516757
117010050,117010050
005601063,117530047
799893151,828415534
600408082,143406457
001288497,002230902
052545431,052545431
988632220,080511961
051113330,051113330
528192390,883543266
025609535,025609535
480708874,006266811
652024605,614010838
593055874,828188198
079606870,079606870
086492670,086492670
006421325,094191506
004880187,004880187
080557454,929483915
862174955,915793658
103220273,103220273
080356295,613999705
400870870,078539422
001962224,060810905
439198745,079561900
051079776,147766476
602742850,034098887
005869581,032824097
003027802,003027802
623949161,623949161
057432267,057432267
187459545,063050751
221303959,029170432
005318584,963466433
185930182,079973393
084963177,102937666
139760102,139760102
067454850,800014250
079363531,101057391
868359071,831049809
042000273,132051285
080724994,096848189
117901366,111359712
071549000,624309217
690540711,098241610
049515844,162016752
054554290,002387926
690573274,152350083
001315530,078922762
001910777,155461148
115617529,071720601
079363531,116995693
196228753,962154576
076580695,001353973
551163293,173410036
001053610,070614736
001307602,154148498
803126320,803126320
079413995,079413995
004811423,081098010
507091739,122625064
066817946,066817946
224715569,349157623
139691877,081029942
073258493,110312670
069230183,102069635
318099009,429232812
002223642,156828019
079710838,079710838
097537435,036933055
079140091,113980627
155421159,603571498
117901104,805070179
096962261,825066652
117178941,617361258
654147255,421324417
049015696,152578522
847498938,132104761
531924093,600004527
004811423,831797738
080327655,080327655
613048339,613048339
161906193,168812329
862143328,037052099
148001449,148001449
370587956,619834542
958662223,003082997
116932004,152165817
675923163,793518643
074438755,780178872
342249299,088514898
805619681,047276968
072577877,072577877
985087532,964613413
490831293,607378015
324661834,088013219
081235569,617357954
078013893,087126801
