dnb_global_duns,label_duns
001338912,079870231
877688069,877688069
078726501,078726501
081122407,126007371
858480932,067414946
078458370,078521674
010550085,010550085
253028047,248501905
074569526,074569526
001326495,963499871
612084871,079914571
714383650,060945503
001338912,079870339
989046313,828350327
926678491,081066903
102674629,093368320
117822019,117824397
002207322,002207322
117867050,117867050
006966865,042977426
001326495,080723003
081011391,081011430
001371053,001371053
089959233,016021716
315000554,014403088
079708571,079708571
791142354,791055549
161906193,007634864
079503880,117877975
033477142,033477142
066017922,026166954
079971233,079971233
832831783,828070081
432735897,441540325
918523627,676446492
113290444,080270217
370525083,482730327
962739046,962739046
223872762,114229094
481357262,305104267
623113990,024969235
001050897,065169054
347566395,079592716
878135631,878927383
080248650,161820212
650050651,080433561
071344167,079571157
690555735,053248761
161906193,041349320
016144035,016144035
064541881,038795084
957126931,018352612
221303959,081315325
098877053,078886219
006250740,038641973
001307081,077000966
114192610,080665150
809571029,605754829
161906193,111272001
194873139,194873139
316126754,832940717
650082092,650498244
001912864,134917744
073522492,618071302
117542494,650658052
211135959,160857553
117901366,848647657
480008226,485244961
691632517,828395504
170204486,170204486
003387891,146882662
128597957,080605944
067180786,067180786
918620324,650534907
003396256,126086540
227088622,873174361
037770898,037572344
623502044,623502044
316067164,064608573
008117095,008117095
001940170,804846566
001338912,065869902
825636988,932478022
862174955,677600482
220392796,220689622
693723272,079343353
041065129,041065129
057599540,057599540
099899841,099899841
017730458,017730458
056282296,081658606
828237789,172209277
480667059,049422509
072115132,072115132
965423572,079862872
161906193,957450075
006154595,046758931
116919207,080338941
005869581,073023253
832579494,832579494
212408447,094229937
917261950,650980746
690552690,079253376
151052102,151052102
004891648,052124825
001307081,015823456
312625019,079293524
847412269,092364462
222495827,111293151
041508581,041508581
041188822,964947928
080869484,004670501
932895308,932895308
071753982,009715175
777275421,032889151
480708874,069131867
482250297,080354773
210160321,078683993
006421325,170631720
600029649,079813876
421301618,080868787
161906193,026471271
161906193,077584426
081057813,102335952
117542494,097087792
312625019,061101462
079248936,112795542
480008226,080129000
109409578,109409578
080768105,080768105
097537435,868001681
268412078,079176615
481601206,037744919
007065360,007065360
173360061,173360061
153403076,054466339
537525128,011614286
192018141,107941668
194121018,194121018
078458370,078521672
073230567,073230567
081064004,031192276
068199611,184750714
118220614,080857443
600240238,965445112
068744457,014833670
020335667,048469241
238980408,117512821
062649876,080459900
002537595,026270007
808898381,780776121
036618072,036618072
315653274,141674528
001316827,622135291
828237789,014904112
480992718,603934548
739980787,830794512
068484664,867812539
097537435,006098641
042250712,032115372
117231420,079876832
024744476,081832461
602478257,602478257
318099009,340700520
001368083,104964987
071549000,100861291
004305215,010851057
490410830,052841733
480992718,808308303
838194314,838194314
985087532,081141620
041418799,079886351
150596716,250928632
565572171,986298925
739980787,073650316
691632517,009352286
010586910,049433258
605427595,076541515
787406107,844613575
480708874,103600375
021038799,948039128
042916627,080234885
604491373,604491373
006471700,078640176
602465825,602465825
020433288,081347956
690535364,068249374
650138746,677603415
815302602,076733036
025460908,185862984
988632220,030175822
225898588,004071809
130427701,130427701
161906193,152883013
071549000,829946230
142363428,067188979
039390668,039390668
080386615,116841981
690549845,016758073
005126354,079283868
315000554,079963900
001338912,792283363
180655748,606841419
030122498,030122498
050299031,050299031
781078977,781078977
071549000,112682273
071549000,044151327
097537435,165486861
917261950,872341023
080055618,080055618
480708874,969923692
806345542,018358320
620493366,620493366
078793641,078793641
480992718,080134973
001964634,112592001
044940096,044940096
079924394,793106956
656261054,658849810
783182475,079569189
079375431,055773107
073132748,176076156
243338741,079980036
009657602,073507647
915000087,918610754
004121059,806136177
077552842,066637431
088343074,088343074
103244773,174958777
161906193,079928489
040793114,087040578
013375885,804420029
480008226,001824663
245089008,202657094
009095365,018432646
161906193,082263013
054547989,801813544
006173082,020498671
148577166,198022183
001287762,001287762
739980787,313218430
016058955,016058955
078709973,053350229
060278629,183003151
166497995,010053607
041002973,033068179
788776685,788776685
864381145,037027554
079288601,079288601
036092716,174413419
824978477,824978477
066817946,003162435
421344638,421344638
187059332,187059332
106956824,796535479
330171278,078725903
079162757,181769803
342249299,006113906
211135959,808383454
315219907,092085989
985583216,676159161
054554290,626543487
042084434,005447826
420718322,650540102
315584557,027813095
985583216,011103059
073645339,080281331
480708874,057562771
793175618,793175618
690552690,691336904
079832075,370026481
061056081,625362850
370536147,298134359
087779112,835029018
075704601,075704601
964756659,965167955
090696071,002190528
480667059,001643170
230790719,190639906
131822756,131822756
048557607,048557607
117109644,040190914
650172430,650444149
401043758,434383843
480667059,079659334
009439530,878099431
417527801,422195139
948185459,605048250
609876958,799736603
072867112,961830130
315741173,117948602
429762829,079871683
723719865,826782653
604061267,604061267
714383650,053890000
063811350,108887787
090540258,832859669
010680114,010680114
342249299,384668112
078297314,078297314
077778983,077778983
061559084,061559084
139557789,103978839
210289096,074393885
006046700,964034628
739980787,081163026
016013594,016013594
039976196,826511391
186353157,186353157
001292192,069382471
940835002,786185322
047354113,047354113
001344803,123296451
042803536,059433834
862174955,014121345
093725133,001007785
161906193,046017455
815553181,060077326
003387891,801658741
077900066,077900066
002537595,066778516
097537435,963512384
078522024,809857704
041188822,044611692
117542494,039615992
118303883,117499734
324661834,080024467
004078374,809396781
068351753,068351753
078047966,078047966
050159953,003983826
071863260,071863260
878265586,054278662
918630844,915850412
040729459,078513623
988538773,079209266
402010318,405232687
161906193,080154613
098783517,098783517
690552815,829898118
068382050,068382050
002102069,013472438
001910777,040549461
012430880,108250663
480992718,270520689
968972427,789677650
067006072,860847219
656535874,055936654
215576498,081362102
210160321,808176705
421350726,547688780
003256088,031446517
078579659,079995959
736243408,521632476
003256088,061364808
507091739,002361764
034601096,034601096
690543392,878883123
080988659,079922529
802055579,802055579
219915721,216813220
079602596,186503124
081238827,053542455
828237789,043911403
003250685,066333451
006046700,006046700
944546089,944546089
009214214,156767915
161906193,083443028
081335351,131530511
081011391,830000134
659248231,080465609
342249299,169520462
008873804,008873804
001315530,001315530
012048977,012048977
005141358,005141358
063849780,063849780
659234660,677604197
827900809,827900809
073134579,098638075
081370334,081372031
006421325,079979736
878135631,108814179
081248731,081248731
643611767,533148038
791072197,198937922
054554290,877464768
066017922,967239869
848001004,023927175
181947730,555502546
079710503,079710503
035229882,035229882
305394157,809998847
096962261,808239037
472431568,460940861
154345479,791564854
013576633,807404611
554544422,165361697
966817975,962452533
019930999,019930999
784725111,784725111
690555453,969370464
043135784,043135784
222495827,889918371
968934922,829387302
658841050,658869462
013887161,013887161
968341276,073242398
093040798,093040798
467190013,312540746
074047564,074047564
180655748,132838194
551049732,362747011
049515844,019960277
080988180,181226655
690566526,651777815
159575187,159575187
001326495,962691478
079150527,079150527
041027822,025887782
103840377,103840377
060976008,808156913
418670030,020804449
053785812,028896392
622386605,622386605
001408673,961830077
002027514,002027514
505193840,096259858
061552123,029170953
833088284,009664247
865420900,962386124
097537435,123112922
090910639,090910639
004534830,172092470
153623137,153623137
396628336,267116254
077933315,153387865
027873561,027873561
003551624,003551624
081067997,142009435
161906193,080210728
001962224,825812373
091496827,080216269
062649876,062649876
183282128,009414620
028484371,028484371
001964634,027758221
790330013,790330013
739980787,291592785
370246301,338690598
430197173,062756346
186353157,965729770
071549000,081276190
212408447,075473496
075295246,962389607
006421325,155529378
117434299,117434299
619403405,619403405
117494626,117494626
073134579,070795183
739980787,571879985
005209325,005209325
097537435,044304080
002617843,002617843
681494395,080346321
738653851,797701435
808245794,073544326
001326495,030945307
004181935,617690289
714383650,695734327
623101664,623101664
111338653,831196998
201985504,080082905
121785997,121785997
210289096,074694746
530736917,421271589
070617139,070617139
965248321,015345580
898625314,900203175
080581806,053302709
940050792,117420505
400870870,046367033
087037362,945385862
305599862,305914798
985565651,625130828
071735252,071735252
148177439,106848780
062313077,929922664
622138774,622138774
964596329,964596329
988632220,107517591
121828156,121828156
074797840,074797840
102520561,102520561
038154464,868734088
342249299,046632717
075295246,021139006
650082092,872201704
815302979,754819436
054766206,054766206
150702553,006619113
057588857,057588857
020284076,020284076
073757627,073757627
338578473,080057687
057381535,057381535
600029649,968290804
680107238,809088862
080370983,193066656
601280225,601280225
081373036,117092687
447259354,965476641
117629455,557190449
371941265,878839106
079151171,027938821
260051199,079488639
222495827,966741464
480008226,184042521
121376230,078320773
243669426,243669426
161906193,009094756
001408673,837041404
074436742,074436742
098877053,129664756
689019313,010990210
058625146,004257486
001338912,077680007
805509424,805509424
487860413,481296960
012729476,012729476
126911291,197607539
985565651,831185017
068985480,015225225
253028047,209429182
066389693,066389693
798962135,798962135
039981550,080173259
005421136,005421136
847566200,847566200
078579659,078815825
016280505,016280505
221303959,080828245
787973932,787973932
197073398,024761271
128566457,128566457
161906193,801186946
116909949,052127264
690536693,607147241
041367053,609980727
969286129,969286129
803122055,868825956
061096483,061096483
402167592,860037912
038022733,038022733
024187130,801895244
324661834,108067199
042000273,037397986
782772263,782772263
539763727,537993060
080891360,080891360
537525128,078451543
690535406,078447033
480708874,052790318
002254837,080477213
833670057,079817657
265544028,278800789
344194407,178520797
657020322,781047246
077634079,077634079
001307081,868441320
069533768,069533768
090696071,867700692
186885687,081303275
876542077,828536438
008039641,079124340
969116102,969116102
066470972,961934189
400870870,152144247
985583216,825839835
073544116,073544116
040242232,040242232
080363367,102265565
073862773,872897058
001912864,175044759
121376230,121376230
067215793,931872394
142363428,142363428
739980787,968278874
006250740,005162703
066469933,081329705
039239025,039239025
371196843,460094139
363912093,163658078
171654346,171654346
606625312,009385087
080754204,001232987
966658416,966658416
074438755,074438755
309282379,078828780
790263909,790263909
624449968,624449968
001408673,080131636
625107896,006026793
161906193,604085811
001316827,968769112
118031722,118085405
184805166,184805166
342249299,096906185
759154214,962390501
480848621,482603065
080988180,099013328
780516717,780516717
675923163,829838551
693227988,710700410
073133571,938258969
001338912,078323600
929332658,040375870
183282128,003074408
080524375,117826794
046764201,046764201
514590686,001551308
784241114,555508279
859055980,859055980
690596895,152793493
677194186,650461283
001326495,078450925
168642036,168642036
004146619,004146619
192338671,192338671
006677814,079405902
508619434,351517789
048912109,048912109
690555453,797372554
130280253,079729347
002277481,161630033
223923912,152351859
142363428,057193761
606649973,014039828
883143570,933596009
650220163,650433076
052952058,079285791
403935674,149037405
074172719,945493963
003002052,150005791
650119498,794520721
079633626,012722138
174542928,174542928
005146311,091171389
002250630,002250630
256812710,188562701
040408226,040408226
725140433,854248293
053866661,849944231
025460908,025460908
047437707,047437707
001964634,617408794
831360578,831360578
068552207,620837815
001307081,985639841
062237961,062237961
151686847,105186506
668109957,960558609
002554459,025378311
006326904,030000603
480667059,079826372
690849997,045643751
985654207,630431955
485609796,005387188
182938485,182938485
042915991,008240914
001288042,001288042
555552053,555552053
103244773,165329488
110091808,785905969
002331502,002331502
006250740,062777180
650219132,918917303
064828726,064828726
230790719,785395237
690541263,827481479
001587203,001587203
080772992,196172063
079541984,079541984
609377135,081509559
964770718,964770718
078579659,079795601
103713624,103713624
066229618,066229618
003029253,003029253
035328338,035328338
069687242,130669609
161906193,092790552
021599365,068580215
042728840,829055040
623569167,623569167
016448669,016448669
658684423,658684423
490053503,083331249
067441436,067441436
006908354,067271981
372055511,896303588
985575093,829071765
161906193,021414838
690645106,144414026
195128640,081247831
176412612,176412612
079878457,836126052
054554290,118446553
203378927,041519364
066886102,066886102
073415267,073415267
739980787,824676584
481842201,480939441
041146432,126288773
780968975,085803500
071036636,620874354
079479503,079479503
161403852,832494186
107878544,107878544
062190616,062190616
600029649,677605709
121376230,079826381
485609796,002147023
131185241,036239593
080847841,080847841
173570271,080128378
342701535,051798999
057564148,036511405
057795122,079157508
324661834,061310132
145729117,145729117
131602112,131602112
967697686,790847636
873624458,862172228
001307081,167199525
021905363,021905363
001408673,604478230
060345949,007852793
001288497,860967566
547707195,078463813
081181048,080879814
034132850,039921148
049114247,049114247
878218239,030620888
947484713,947484713
828237789,968012398
079503880,117572633
221303959,243681538
006439962,006439962
071660492,071660492
071549000,090337036
831836668,831836668
032847554,032847554
161906193,067681783
463759550,464043381
071317788,071317788
117693100,117696840
117693100,480216489
800014821,117145245
617608104,801858671
404248536,078724599
080370983,099142093
002331536,081073750
312625019,780376591
076574078,076574078
069056018,069056018
162447861,784073434
080988180,001213487
650425929,676115028
097537435,961027315
073132748,103078585
044368413,117112589
097537435,964321442
001338912,078321780
916921919,675467924
110376014,041419487
161748173,937516276
120663039,120663039
617527713,617527713
481320414,446517344
001307602,804815475
230790719,013690324
161906193,119532448
277073219,029353862
061056081,080289373
061317680,061317680
001338912,117756740
058319922,058319922
081222237,014656315
076438621,617148689
078579659,828851555
663758885,528101821
001292192,119563427
009439530,053503453
035062403,883955267
090452624,090452624
985583216,117067311
809497592,117399934
054793658,054793658
985596906,830596453
826316742,105328115
400870870,011781696
187174339,187174339
195029723,962586223
305394157,080914531
071154678,022255470
985596906,022525963
036986393,036986393
001221410,001221410
600029649,118234421
085369585,085369585
001307586,837893726
103436184,078545346
116901480,116901480
161906193,019253531
001307081,829998256
078458370,809466811
681561866,681561866
807971077,015754884
079937015,097727596
105430102,105430102
001408673,079549860
480004571,117520505
074172719,185641052
079363713,078716254
985565651,002879844
042224824,042224824
087798948,087798948
072042443,613744598
692442510,692442510
303527014,120585950
862179079,860037244
967471236,967471236
073134835,039318308
275260909,195995761
480992718,080000729
081107745,083007450
080530874,080530874
108109182,108109182
080325683,080325683
145581034,145581034
001912864,001912864
069896165,069896165
010534279,047763786
023781128,962599614
650172430,206263295
210300901,080049524
097537435,833114734
004375531,965397768
044387793,079756445
968972427,061446282
650082092,918917634
692764313,690643499
485609796,829359418
507091739,079101378
400914009,830448317
607963980,078800123
650611585,650434348
001408673,051619635
005869581,081556994
078770294,786650515
084963177,053481404
007672236,007672236
825636988,073825945
026991984,166757240
127256381,832965029
161906193,965028652
508619434,326482247
370053142,043653216
027408483,027408483
069762443,782974588
117166393,117166393
087037362,172905171
078493517,835606864
078458370,079857498
967697686,191599971
677194186,863362789
315584557,081185108
916921919,862602830
809497592,054936654
001326495,058521017
099268245,099268245
481357262,079510999
222495827,117260950
017490436,017490436
007532042,007532042
159735711,015670549
791456056,079301511
872672477,872672477
690664461,021860424
159997535,159997535
274603604,808558100
400870870,116709322
002449593,002449593
650090566,857979552
316067164,796497043
118380146,118380146
030910822,079642276
556672160,085138449
003829274,027059281
075869594,080228382
001408673,080429550
009593620,080742540
080875513,080875513
001338912,858819316
238980408,071170729
071549000,042906695
400870870,828391248
117617152,117617152
161906193,111529579
079668759,049313036
005146311,437668413
786446252,105620400
849684899,849684899
537525128,068190883
689062203,079791320
439647421,428179329
008148165,831427179
015223832,015223832
140644969,140644969
080493730,080494418
117442518,609816652
186885687,069256618
009138033,078343250
022432926,022432926
315229161,114341357
101351208,079379258
929538999,929930808
117542494,965502326
421629452,137825928
080386615,078669341
967174850,967174850
690549415,078381879
080988180,797872475
557243193,557243193
001338912,027925070
151588647,780460309
947381554,117053964
861237505,871401927
049987720,036442189
133501556,133501556
001338912,127320823
663939523,723645870
024189539,024189539
305524696,110326675
074602749,136208717
139601470,139601470
087126991,087126991
072051394,959122649
056354640,140730487
001307081,072217362
932713308,932713308
057475094,057475094
830714197,830714197
105742043,105742043
659207810,915076126
161906193,830515834
052691714,071783971
001408673,825866366
007431505,079776038
014468268,014468268
073134744,025748466
031626609,031626609
485609796,370205429
650138746,918596409
026450585,962303280
181771809,025224023
076159698,076159698
965236987,032489861
828237789,825745131
544415908,544415908
072642762,800691016
001288497,049858137
041146432,829165229
098553175,098553175
009095365,186323010
041064767,079764758
051623734,051623734
650138746,650072015
098877053,029403300
962558719,067189577
090696071,194649323
050490903,117590244
077238624,099492675
191077671,117101351
149779766,149779766
161906193,023505600
805619681,966690716
675923163,650582310
609377135,609377135
609876958,963436949
098877053,063143754
073365579,103624941
079604274,079604274
301440546,467782459
545280997,421271843
005146311,069148931
650069743,069263643
081017660,787667088
650183023,650744670
544713352,151810868
031770287,083789540
009095365,009095365
963294397,078462248
001307735,181302050
809577716,005037504
147963599,147963656
002539195,002539195
301440546,468284866
041387846,030346444
792084571,792084571
081341061,077990745
039336490,080683529
001316827,047031273
072646524,072646524
796929313,825342421
090051616,105821938
005146311,194684502
002331536,080422332
007011306,007011306
080918239,040210627
809729999,364143859
079575060,079575060
117542494,063790265
074179060,140028924
807308858,807308858
116015769,009248480
001288497,080392427
067761700,067761700
837769546,837769546
690546403,626521264
110376014,061646946
079363713,079363713
245141858,020177048
001338912,079870508
071753982,075600796
030596568,030596568
791142354,791142354
150596716,805032344
080318964,081179526
117126838,078601824
080869484,563371111
166497995,028489876
804167781,804167781
480008226,323105205
261190003,068948680
877244210,877244210
080869484,078268825
161906193,078888326
791993389,791993389
041027822,041027822
077552842,033960050
350500566,080043414
036986393,080098732
161906193,093008582
690538228,080084637
429762829,005287059
004155651,799378161
001316561,092848983
796770829,796770829
068130798,068130798
144992856,035460609
